Pad	Entries	Mu	MuErr	Sigma	SigmaErr	Chi2/NDF
46	11975	65.7771	0.203345	1.32258	0.243605	2.08286
48	10239	71.5289	0.426718	1.9546	0.529085	0.775901
51	10994	35.5118	2.72642	0.521955	1.03132	0
52	12477	77.4266	0.15355	0.995517	0.13725	1.37519
55	12082	65.9422	0.215326	1.41793	0.17656	1.9694
112	9962	74.8286	0.315278	1.92665	1.08348	0.273371
115	12142	63.1629	0.23422	1.49698	0.181573	1.07325
117	10107	69.1709	0.779987	1.84829	0.633557	0.69424
122	10322	60.3434	1.25175	1.05685	1.17068	2.61226
