Pad	Entries	Mu	MuErr	Sigma	SigmaErr	Chi2/NDF
102	11070	44.5081	0.0278172	2.56337	0.0225076	0.81651
103	11074	54.7005	0.0305495	2.72348	0.0261724	1.08266
110	11031	80.5557	0.0453411	4.2362	0.0370091	0.907888
112	10999	82.2636	0.0459341	4.30589	0.0389767	1.15282
115	11009	68.3025	0.0427049	4.12768	0.0325753	1.33278
117	10998	81.4198	0.0459278	4.22956	0.0406681	1.11614
119	11008	70.188	0.0469836	4.29252	0.038802	1.24403
122	11032	76.8631	0.0447541	4.14579	0.037457	1.0403
