Pad	Entries	Mu	MuErr	Sigma	SigmaErr	Chi2/NDF
102	10222	45.1861	0.0301508	2.56044	0.0210966	2.75107
103	10218	55.559	0.0309386	2.73772	0.0237255	1.13416
110	10212	81.8292	0.0460533	4.22169	0.0337359	1.63958
112	9143	83.5754	0.0709913	4.2945	0.0921899	1.173
115	10211	69.4444	0.0480837	4.0838	0.0366106	1.11037
117	10208	82.6455	0	4.1664	0	0.872
119	10212	71.3208	0.0503791	4.21441	0.0377233	1.37237
122	10208	78.0424	0.0518306	4.12049	0.0384604	1.75632
